 enable_debug_mode 
-------------------
                 0
(1 row)

Timing is on.
 ps_partkey |     value     
        930 | 7371.000000
       7419 | 7308.000000
       5786 | 7303.000000
       9651 | 7283.000000
      19873 | 7276.000000
       8095 | 7270.000000
      13291 | 7213.000000
      13233 | 7210.000000
       9547 | 7208.000000
       8365 | 7193.000000
       6541 | 7187.000000
       3045 | 7183.000000
       2795 | 7180.000000
      17041 | 7166.000000
      17813 | 7027.000000
       1585 | 6938.000000
      18874 | 6923.000000
       9441 | 6851.000000
      11531 | 6840.000000
      15788 | 6801.000000
      14411 | 6725.000000
      10486 | 6712.000000
       2910 | 6699.000000
       2104 | 6695.000000
      14019 | 6681.000000
      14847 | 6678.000000
       8777 | 6642.000000
      16630 | 6636.000000
       8784 | 6635.000000
      13813 | 6571.000000
      10519 | 6558.000000
       6440 | 6549.000000
       3760 | 6531.000000
      17080 | 6503.000000
      17475 | 6491.000000
       8798 | 6485.000000
      14551 | 6471.000000
      12447 | 6450.000000
       3355 | 6419.000000
      16430 | 6396.000000
       9746 | 6263.000000
        553 | 6249.000000
      18494 | 6243.000000
      13970 | 6241.000000
      17146 | 6238.000000
      13025 | 6217.000000
      12075 | 6212.000000
      17158 | 6162.000000
      10214 | 6145.000000
      11736 | 6117.000000
       4634 | 6117.000000
       4519 | 6112.000000
       7093 | 6071.000000
      17332 | 6029.000000
       6152 | 6005.000000
      18703 | 5970.000000
       4574 | 5970.000000
         47 | 5963.000000
      16938 | 5962.000000
       8519 | 5902.000000
       7496 | 5848.000000
      13148 | 5749.000000
       5887 | 5706.000000
      11493 | 5685.000000
       1142 | 5683.000000
       7392 | 5681.000000
      15675 | 5662.000000
      10680 | 5618.000000
      13573 | 5592.000000
      12496 | 5591.000000
      12822 | 5552.000000
       7566 | 5512.000000
      10871 | 5508.000000
       6295 | 5496.000000
       3830 | 5495.000000
      16563 | 5490.000000
      19624 | 5453.000000
       8853 | 5453.000000
       4826 | 5418.000000
       1664 | 5393.000000
      19801 | 5390.000000
      18176 | 5380.000000
       2793 | 5348.000000
       7695 | 5311.000000
       4602 | 5309.000000
       3241 | 5288.000000
      19906 | 5270.000000
      15347 | 5257.000000
       3931 | 5252.000000
       7213 | 5201.000000
      12162 | 5180.000000
       7822 | 5170.000000
       4165 | 5164.000000
      12204 | 5126.000000
      11431 | 5118.000000
       1053 | 5114.000000
       8795 | 5113.000000
       5810 | 5022.000000
      12111 | 5003.000000
       3858 | 4978.000000
      14101 | 4961.000000
      16572 | 4956.000000
       8053 | 4944.000000
      19070 | 4941.000000
       6408 | 4941.000000
       7489 | 4925.000000
      11172 | 4869.000000
       6551 | 4857.000000
      14283 | 4852.000000
      17372 | 4818.000000
      18602 | 4786.000000
      13203 | 4781.000000
       6238 | 4755.000000
      14152 | 4664.000000
       1593 | 4656.000000
      11403 | 4644.000000
      16948 | 4633.000000
       1846 | 4611.000000
      15176 | 4566.000000
       9693 | 4564.000000
      11713 | 4532.000000
      18435 | 4531.000000
      15964 | 4375.000000
       2470 | 4359.000000
        100 | 4328.000000
      10300 | 4302.000000
       5449 | 4301.000000
      12752 | 4275.000000
      13643 | 4273.000000
      17742 | 4258.000000
      11959 | 4255.000000
       9172 | 4239.000000
      12051 | 4191.000000
        365 | 4168.000000
       9496 | 4115.000000
        325 | 4092.000000
       1411 | 4084.000000
       4587 | 4080.000000
       7292 | 4054.000000
      11259 | 4019.000000
      15901 | 4015.000000
      17971 | 4011.000000
       2895 | 4002.000000
       7239 | 3965.000000
       1836 | 3956.000000
      17575 | 3901.000000
      11449 | 3847.000000
       3053 | 3841.000000
       3174 | 3810.000000
      15431 | 3809.000000
       2684 | 3803.000000
      10639 | 3734.000000
      12309 | 3731.000000
      19557 | 3715.000000
      14822 | 3708.000000
      13575 | 3708.000000
       9166 | 3699.000000
      19696 | 3688.000000
       5461 | 3652.000000
      10191 | 3618.000000
        892 | 3581.000000
       9588 | 3569.000000
      18300 | 3514.000000
       5346 | 3485.000000
      18800 | 3482.000000
      17909 | 3478.000000
      15343 | 3447.000000
       7917 | 3422.000000
       7906 | 3362.000000
      16801 | 3351.000000
      11889 | 3331.000000
        608 | 3316.000000
      16494 | 3304.000000
       3889 | 3294.000000
       5581 | 3289.000000
       1898 | 3244.000000
      12287 | 3232.000000
       5320 | 3220.000000
       1419 | 3202.000000
      13779 | 3201.000000
      19551 | 3198.000000
      15699 | 3175.000000
      14303 | 3105.000000
      18470 | 3099.000000
      11768 | 3069.000000
       5901 | 3040.000000
       1674 | 2992.000000
       3437 | 2946.000000
      19496 | 2924.000000
      17669 | 2917.000000
      19355 | 2909.000000
      15172 | 2894.000000
      19330 | 2881.000000
      12942 | 2870.000000
       4336 | 2849.000000
      17932 | 2838.000000
      12418 | 2796.000000
        414 | 2740.000000
       8148 | 2718.000000
       5664 | 2708.000000
        142 | 2692.000000
        221 | 2663.000000
      18836 | 2660.000000
       2572 | 2639.000000
      13087 | 2614.000000
       5837 | 2585.000000
       7664 | 2574.000000
      16285 | 2544.000000
      15777 | 2541.000000
       6779 | 2503.000000
       7551 | 2455.000000
       1855 | 2428.000000
      15551 | 2356.000000
      14378 | 2338.000000
      18013 | 2317.000000
      18886 | 2315.000000
       3166 | 2261.000000
       3077 | 2261.000000
       5065 | 2256.000000
       7572 | 2240.000000
      12340 | 2167.000000
        176 | 2149.000000
       4333 | 2147.000000
        303 | 2124.000000
       1968 | 2117.000000
       3403 | 2079.000000
       4212 | 2021.000000
      12402 | 2014.000000
      17384 | 1950.000000
        572 | 1942.000000
       9411 | 1931.000000
      12025 | 1928.000000
       8576 | 1915.000000
      15379 | 1852.000000
       2336 | 1845.000000
       4197 | 1841.000000
       5409 | 1827.000000
      12547 | 1818.000000
        586 | 1808.000000
      12267 | 1788.000000
      16376 | 1753.000000
      16898 | 1751.000000
      17577 | 1654.000000
        330 | 1654.000000
      11971 | 1620.000000
      13895 | 1612.000000
      16549 | 1584.000000
        845 | 1517.000000
       7597 | 1504.000000
      15254 | 1481.000000
      13951 | 1470.000000
       1365 | 1460.000000
      13688 | 1457.000000
      16721 | 1455.000000
      16698 | 1448.000000
      15053 | 1448.000000
       5041 | 1444.000000
      16015 | 1402.000000
      10684 | 1342.000000
       9397 | 1337.000000
      19638 | 1306.000000
      16067 | 1302.000000
       1572 | 1293.000000
        940 | 1291.000000
       9290 | 1286.000000
       8393 | 1236.000000
      13879 | 1235.000000
        799 | 1202.000000
        156 | 1174.000000
      13102 | 1147.000000
       4280 | 1135.000000
       8658 | 1126.000000
      14651 | 1123.000000
      18606 | 1118.000000
       7801 | 1111.000000
      17336 | 1092.000000
       4657 | 1042.000000
      13411 | 1041.000000
       8083 | 1030.000000
      14514 | 1017.000000
      19201 | 1010.000000
       4350 | 986.000000
       1206 | 953.000000
      19009 | 878.000000
       5110 | 870.000000
      13971 | 867.000000
      10396 | 860.000000
       4238 | 854.000000
       3800 | 814.000000
       4400 | 807.000000
       5347 | 802.000000
       9228 | 784.000000
      10342 | 761.000000
       4906 | 760.000000
      18496 | 745.000000
        434 | 671.000000
      17212 | 666.000000
       8972 | 633.000000
       7725 | 612.000000
      17035 | 591.000000
      18340 | 588.000000
      16642 | 548.000000
        672 | 541.000000
       6060 | 535.000000
      15021 | 523.000000
      11654 | 518.000000
      18226 | 497.000000
      12078 | 494.000000
      12898 | 476.000000
      19011 | 450.000000
        674 | 443.000000
       1433 | 440.000000
       6210 | 428.000000
       1549 | 398.000000
      14338 | 388.000000
       4419 | 376.000000
      16964 | 371.000000
      11710 | 304.000000
      16019 | 301.000000
        600 | 290.000000
      16282 | 264.000000
       8903 | 243.000000
      18860 | 225.000000
       9551 | 211.000000
      19096 | 207.000000
      19273 | 169.000000
      12952 | 169.000000
      15276 | 168.000000
      16145 | 159.000000
       9593 | 143.000000
      14991 | 133.000000
       6580 | 122.000000
      12914 | 120.000000
      12650 | 96.000000
       2416 | 88.000000
      16810 | 73.000000
      15550 | 67.000000
      18812 | 34.000000
      15512 | 33.000000
      19542 | 0.000000
       5784 | 0.000000
        184 | 0.000000
      14942 | 0.000000
      11582 | 0.000000
       9152 | 0.000000
       3813 | 0.000000
       1049 | 0.000000
       7033 | 0.000000
       6783 | 0.000000
      10631 | 0.000000
       7391 | 0.000000
       8080 | -27.000000
      12865 | -32.000000
      14174 | -73.000000
       4064 | -105.000000
      18549 | -106.000000
        924 | -133.000000
      16142 | -133.000000
      17280 | -137.000000
      11696 | -193.000000
       1766 | -194.000000
      12618 | -204.000000
       1708 | -205.000000
       2418 | -218.000000
       9519 | -230.000000
      10494 | -239.000000
       7549 | -252.000000
      11652 | -279.000000
       4534 | -281.000000
       4551 | -290.000000
       8680 | -311.000000
       2399 | -322.000000
(1535 rows)

Time: 76.263 ms
