 enable_debug_mode 
-------------------
                 0
(1 row)

Timing is on.
 ps_partkey |      value       
       4984 | 7467.000000
       1519 | 7458.000000
       3095 | 7399.000000
        930 | 7371.000000
       7419 | 7308.000000
       5786 | 7303.000000
       9651 | 7283.000000
      19873 | 7276.000000
       8095 | 7270.000000
      13291 | 7213.000000
      13233 | 7210.000000
       9547 | 7208.000000
       8365 | 7193.000000
       6541 | 7187.000000
       3045 | 7183.000000
       2795 | 7180.000000
      17041 | 7166.000000
      17813 | 7027.000000
       1585 | 6938.000000
      18874 | 6923.000000
       9441 | 6851.000000
      11531 | 6840.000000
      15788 | 6801.000000
      14411 | 6725.000000
      10486 | 6712.000000
       2910 | 6699.000000
       2104 | 6695.000000
      14019 | 6681.000000
      14847 | 6678.000000
       8777 | 6642.000000
      16630 | 6636.000000
       8784 | 6635.000000
      13813 | 6571.000000
      10519 | 6558.000000
       6440 | 6549.000000
       3760 | 6531.000000
      17080 | 6503.000000
      17475 | 6491.000000
       8798 | 6485.000000
      14551 | 6471.000000
      12447 | 6450.000000
       3355 | 6419.000000
      16430 | 6396.000000
       9746 | 6263.000000
        553 | 6249.000000
      18494 | 6243.000000
      13970 | 6241.000000
      17146 | 6238.000000
      13025 | 6217.000000
      12075 | 6212.000000
      17158 | 6162.000000
      10214 | 6145.000000
       4634 | 6117.000000
      11736 | 6117.000000
       4519 | 6112.000000
       7093 | 6071.000000
      17332 | 6029.000000
       6152 | 6005.000000
       4574 | 5970.000000
      18703 | 5970.000000
      16938 | 5962.000000
       8519 | 5902.000000
       7496 | 5848.000000
      13148 | 5749.000000
       5887 | 5706.000000
      11493 | 5685.000000
       1142 | 5683.000000
       7392 | 5681.000000
      15675 | 5662.000000
      10680 | 5618.000000
      13573 | 5592.000000
      12496 | 5591.000000
      12822 | 5552.000000
       7566 | 5512.000000
      10871 | 5508.000000
       6295 | 5496.000000
       3830 | 5495.000000
      16563 | 5490.000000
      19624 | 5453.000000
       8853 | 5453.000000
       4826 | 5418.000000
       1664 | 5393.000000
      19801 | 5390.000000
      18176 | 5380.000000
       2793 | 5348.000000
       7695 | 5311.000000
       4602 | 5309.000000
       3241 | 5288.000000
      19906 | 5270.000000
      15347 | 5257.000000
       3931 | 5252.000000
       7213 | 5201.000000
      12162 | 5180.000000
       7822 | 5170.000000
       4165 | 5164.000000
      12204 | 5126.000000
      11431 | 5118.000000
       1053 | 5114.000000
       8795 | 5113.000000
       5810 | 5022.000000
      12111 | 5003.000000
       3858 | 4978.000000
      14101 | 4961.000000
      16572 | 4956.000000
       8053 | 4944.000000
      19070 | 4941.000000
       6408 | 4941.000000
       7489 | 4925.000000
      11172 | 4869.000000
       6551 | 4857.000000
      14283 | 4852.000000
      17372 | 4818.000000
      18602 | 4786.000000
      13203 | 4781.000000
       6238 | 4755.000000
      14152 | 4664.000000
       1593 | 4656.000000
      11403 | 4644.000000
      16948 | 4633.000000
       1846 | 4611.000000
      15176 | 4566.000000
       9693 | 4564.000000
      11713 | 4532.000000
      18435 | 4531.000000
      15964 | 4375.000000
       2470 | 4359.000000
        100 | 4328.000000
      10300 | 4302.000000
       5449 | 4301.000000
      12752 | 4275.000000
      13643 | 4273.000000
      17742 | 4258.000000
      11959 | 4255.000000
       9172 | 4239.000000
      12051 | 4191.000000
        365 | 4168.000000
       9496 | 4115.000000
        325 | 4092.000000
       1411 | 4084.000000
       4587 | 4080.000000
       7292 | 4054.000000
      11259 | 4019.000000
      15901 | 4015.000000
      17971 | 4011.000000
       2895 | 4002.000000
       7239 | 3965.000000
       1836 | 3956.000000
      17575 | 3901.000000
      11449 | 3847.000000
       3053 | 3841.000000
       3174 | 3810.000000
      15431 | 3809.000000
       2684 | 3803.000000
      10639 | 3734.000000
      12309 | 3731.000000
      19557 | 3715.000000
      14822 | 3708.000000
      13575 | 3708.000000
       9166 | 3699.000000
      19696 | 3688.000000
       5461 | 3652.000000
      10191 | 3618.000000
        892 | 3581.000000
       9588 | 3569.000000
      18300 | 3514.000000
       5346 | 3485.000000
      18800 | 3482.000000
      17909 | 3478.000000
      15343 | 3447.000000
       7917 | 3422.000000
       7906 | 3362.000000
      16801 | 3351.000000
      11889 | 3331.000000
        608 | 3316.000000
      16494 | 3304.000000
       3889 | 3294.000000
       5581 | 3289.000000
       1898 | 3244.000000
      12287 | 3232.000000
       5320 | 3220.000000
       1419 | 3202.000000
      13779 | 3201.000000
      19551 | 3198.000000
      15699 | 3175.000000
      14303 | 3105.000000
      18470 | 3099.000000
      11768 | 3069.000000
       5901 | 3040.000000
       1674 | 2992.000000
       3437 | 2946.000000
      19496 | 2924.000000
      17669 | 2917.000000
      19355 | 2909.000000
      15172 | 2894.000000
      19330 | 2881.000000
      12942 | 2870.000000
       4336 | 2849.000000
      17932 | 2838.000000
      12418 | 2796.000000
        414 | 2740.000000
       8148 | 2718.000000
       5664 | 2708.000000
        142 | 2692.000000
      18836 | 2660.000000
       2572 | 2639.000000
      13087 | 2614.000000
       5837 | 2585.000000
       7664 | 2574.000000
      16285 | 2544.000000
      15777 | 2541.000000
       6779 | 2503.000000
       7551 | 2455.000000
       1855 | 2428.000000
      15551 | 2356.000000
      14378 | 2338.000000
      18013 | 2317.000000
      18886 | 2315.000000
       3166 | 2261.000000
       3077 | 2261.000000
       5065 | 2256.000000
       7572 | 2240.000000
      12340 | 2167.000000
        176 | 2149.000000
       4333 | 2147.000000
        303 | 2124.000000
       1968 | 2117.000000
       3403 | 2079.000000
       4212 | 2021.000000
      12402 | 2014.000000
      17384 | 1950.000000
        572 | 1942.000000
       9411 | 1931.000000
      12025 | 1928.000000
       8576 | 1915.000000
      15379 | 1852.000000
       2336 | 1845.000000
       4197 | 1841.000000
       5409 | 1827.000000
      12547 | 1818.000000
        586 | 1808.000000
      12267 | 1788.000000
      16376 | 1753.000000
      16898 | 1751.000000
        330 | 1654.000000
      17577 | 1654.000000
      11971 | 1620.000000
      13895 | 1612.000000
      16549 | 1584.000000
        845 | 1517.000000
       7597 | 1504.000000
      15254 | 1481.000000
      13951 | 1470.000000
       1365 | 1460.000000
      13688 | 1457.000000
      16721 | 1455.000000
      15053 | 1448.000000
      16698 | 1448.000000
       5041 | 1444.000000
      16015 | 1402.000000
      10684 | 1342.000000
       9397 | 1337.000000
      19638 | 1306.000000
      16067 | 1302.000000
       1572 | 1293.000000
        940 | 1291.000000
       9290 | 1286.000000
       8393 | 1236.000000
      13879 | 1235.000000
        799 | 1202.000000
      13102 | 1147.000000
       4280 | 1135.000000
       8658 | 1126.000000
      14651 | 1123.000000
      18606 | 1118.000000
       7801 | 1111.000000
      17336 | 1092.000000
       4657 | 1042.000000
      13411 | 1041.000000
       8083 | 1030.000000
      14514 | 1017.000000
      19201 | 1010.000000
       4350 | 986.000000
       1206 | 953.000000
      19009 | 878.000000
       5110 | 870.000000
      13971 | 867.000000
      10396 | 860.000000
       4238 | 854.000000
       3800 | 814.000000
       4400 | 807.000000
       5347 | 802.000000
       9228 | 784.000000
      10342 | 761.000000
       4906 | 760.000000
      18496 | 745.000000
        434 | 671.000000
      17212 | 666.000000
       8972 | 633.000000
       7725 | 612.000000
      17035 | 591.000000
      18340 | 588.000000
      16642 | 548.000000
        672 | 541.000000
       6060 | 535.000000
      15021 | 523.000000
      11654 | 518.000000
      18226 | 497.000000
      12078 | 494.000000
      12898 | 476.000000
      19011 | 450.000000
        674 | 443.000000
       1433 | 440.000000
       6210 | 428.000000
       1549 | 398.000000
      14338 | 388.000000
       4419 | 376.000000
      16964 | 371.000000
      11710 | 304.000000
      16019 | 301.000000
        600 | 290.000000
      16282 | 264.000000
       8903 | 243.000000
      18860 | 225.000000
       9551 | 211.000000
      19096 | 207.000000
      12952 | 169.000000
      19273 | 169.000000
      15276 | 168.000000
      16145 | 159.000000
       9593 | 143.000000
      14991 | 133.000000
       6580 | 122.000000
      12914 | 120.000000
      12650 | 96.000000
       2416 | 88.000000
      16810 | 73.000000
      15550 | 67.000000
      18812 | 34.000000
      15512 | 33.000000
       7033 | 0.000000
       6783 | 0.000000
       1049 | 0.000000
       5784 | 0.000000
         99 | 0.000000
      19542 | 0.000000
      11582 | 0.000000
       7391 | 0.000000
      10631 | 0.000000
      14942 | 0.000000
       9152 | 0.000000
       3813 | 0.000000
       8080 | -27.000000
      12865 | -32.000000
      14174 | -73.000000
       4064 | -105.000000
      18549 | -106.000000
      16142 | -133.000000
        924 | -133.000000
      17280 | -137.000000
      11696 | -193.000000
       1766 | -194.000000
      12618 | -204.000000
       1708 | -205.000000
       2418 | -218.000000
       9519 | -230.000000
      10494 | -239.000000
       7549 | -252.000000
      11652 | -279.000000
       4534 | -281.000000
       4551 | -290.000000
       8680 | -311.000000
       2399 | -322.000000
      11814 | -350.000000
      14971 | -360.000000
      11692 | -372.000000
       2672 | -376.000000
      16411 | -379.000000
      18771 | -395.000000
      16777 | -413.000000
      16971 | -419.000000
        401 | -464.000000
      13519 | -471.000000
        744 | -484.000000
       4176 | -509.000000
      12708 | -523.000000
      12946 | -527.000000
      17836 | -579.000000
      19350 | -597.000000
      17425 | -608.000000
       9031 | -618.000000
       9162 | -624.000000
      13312 | -630.000000
      11573 | -641.000000
        946 | -644.000000
       4398 | -652.000000
      12644 | -665.000000
      19857 | -667.000000
      17397 | -693.000000
      19515 | -714.000000
      17962 | -723.000000
       9399 | -738.000000
       9235 | -738.000000
        803 | -750.000000
      18847 | -755.000000
      10316 | -767.000000
       3636 | -782.000000
      10126 | -796.000000
       2356 | -826.000000
       7684 | -829.000000
       8443 | -865.000000
       5602 | -889.000000
       8959 | -913.000000
       8135 | -949.000000
      14344 | -961.000000
      19549 | -970.000000
      18608 | -994.000000
       3346 | -1006.000000
      14627 | -1009.000000
       4654 | -1015.000000
      17156 | -1082.000000
      18053 | -1104.000000
      14608 | -1156.000000
        440 | -1216.000000
       4144 | -1226.000000
      10151 | -1227.000000
       3041 | -1227.000000
      12142 | -1229.000000
      15966 | -1231.000000
       9033 | -1247.000000
      11233 | -1259.000000
      18829 | -1270.000000
      13899 | -1322.000000
      17411 | -1324.000000
      10522 | -1331.000000
      19836 | -1346.000000
       9901 | -1416.000000
       7700 | -1433.000000
        680 | -1478.000000
      14484 | -1515.000000
       8185 | -1515.000000
       7723 | -1549.000000
       4545 | -1551.000000
       9535 | -1557.000000
      12812 | -1569.000000
       5071 | -1601.000000
      14206 | -1607.000000
       2816 | -1616.000000
      14255 | -1629.000000
      11077 | -1636.000000
       3097 | -1640.000000
      13848 | -1642.000000
      13276 | -1711.000000
       6602 | -1718.000000
      12574 | -1722.000000
       8111 | -1756.000000
        926 | -1763.000000
      15134 | -1778.000000
       8591 | -1790.000000
      10976 | -1805.000000
       2746 | -1808.000000
      11897 | -1809.000000
        912 | -1816.000000
        661 | -1839.000000
       6446 | -1889.000000
       7214 | -1932.000000
      16200 | -1933.000000
      15247 | -1980.000000
        464 | -2033.000000
       6406 | -2044.000000
      15071 | -2050.000000
       9976 | -2075.000000
       4962 | -2097.000000
       8746 | -2106.000000
       5009 | -2109.000000
      16690 | -2119.000000
       5601 | -2134.000000
      18478 | -2134.000000
      17252 | -2152.000000
       8664 | -2169.000000
      12608 | -2175.000000
       7262 | -2179.000000
      18814 | -2187.000000
      16424 | -2194.000000
       6293 | -2201.000000
       7957 | -2228.000000
       7176 | -2252.000000
      15201 | -2260.000000
       5264 | -2262.000000
      16836 | -2314.000000
      17750 | -2320.000000
      19784 | -2327.000000
      18279 | -2331.000000
       5039 | -2365.000000
      12763 | -2368.000000
       6350 | -2380.000000
      10602 | -2382.000000
       1717 | -2394.000000
       7851 | -2412.000000
      13677 | -2432.000000
       6312 | -2443.000000
       6037 | -2457.000000
      16173 | -2462.000000
      18843 | -2476.000000
       4082 | -2487.000000
      19111 | -2489.000000
      10622 | -2492.000000
      19529 | -2502.000000
        358 | -2527.000000
      17746 | -2537.000000
      11089 | -2545.000000
       4365 | -2565.000000
       1712 | -2575.000000
      17547 | -2592.000000
       1971 | -2613.000000
      19335 | -2625.000000
      10690 | -2705.000000
      17042 | -2808.000000
      11435 | -2816.000000
      17664 | -2822.000000
       3176 | -2833.000000
       4757 | -2859.000000
        349 | -2871.000000
       6007 | -2884.000000
       6434 | -2887.000000
      17875 | -2891.000000
      10289 | -2901.000000
      16040 | -2902.000000
       5425 | -2923.000000
      12697 | -2966.000000
       4582 | -2969.000000
       4174 | -2969.000000
      10999 | -2971.000000
      10795 | -2997.000000
      13385 | -2997.000000
        858 | -3115.000000
      11687 | -3135.000000
       9487 | -3141.000000
       2584 | -3143.000000
       1336 | -3168.000000
      10652 | -3211.000000
      19339 | -3213.000000
       4837 | -3312.000000
      19013 | -3361.000000
      16962 | -3376.000000
      17816 | -3415.000000
      15100 | -3438.000000
       3788 | -3450.000000
      14214 | -3480.000000
       5907 | -3511.000000
       5646 | -3578.000000
      12173 | -3636.000000
       1149 | -3655.000000
       9276 | -3674.000000
      14807 | -3700.000000
       8547 | -3720.000000
        352 | -3738.000000
      17479 | -3740.000000
       9142 | -3769.000000
       8599 | -3772.000000
      10756 | -3812.000000
      19744 | -3860.000000
      12313 | -3868.000000
      12042 | -3878.000000
       8003 | -3907.000000
       9313 | -3948.000000
       5296 | -3959.000000
       3200 | -3972.000000
       1927 | -4062.000000
      19415 | -4077.000000
       5798 | -4078.000000
      16608 | -4078.000000
      17413 | -4085.000000
      19407 | -4141.000000
       2832 | -4153.000000
      18167 | -4163.000000
      12791 | -4181.000000
      11150 | -4207.000000
      14482 | -4235.000000
       8698 | -4245.000000
       6608 | -4308.000000
      10585 | -4329.000000
       8537 | -4343.000000
      14071 | -4366.000000
       4649 | -4409.000000
      11350 | -4426.000000
       6063 | -4430.000000
       2852 | -4460.000000
       3162 | -4462.000000
       3843 | -4497.000000
      13901 | -4502.000000
      15869 | -4505.000000
      11391 | -4511.000000
       8306 | -4532.000000
        424 | -4540.000000
      11075 | -4555.000000
      15080 | -4581.000000
       8626 | -4581.000000
        994 | -4588.000000
        664 | -4632.000000
      13158 | -4685.000000
       9160 | -4694.000000
       1073 | -4727.000000
      11828 | -4759.000000
      12651 | -4793.000000
       3606 | -4903.000000
      17009 | -4994.000000
      10816 | -5020.000000
      10906 | -5022.000000
       2538 | -5055.000000
      15470 | -5085.000000
       5170 | -5089.000000
       9392 | -5098.000000
      12350 | -5107.000000
       1083 | -5157.000000
      13527 | -5210.000000
       4888 | -5233.000000
      19811 | -5241.000000
       3112 | -5246.000000
       8895 | -5262.000000
       1921 | -5298.000000
       7318 | -5359.000000
      19282 | -5395.000000
       1188 | -5426.000000
       2966 | -5432.000000
       6583 | -5436.000000
       9758 | -5450.000000
      13487 | -5457.000000
      13622 | -5508.000000
       9057 | -5532.000000
      18066 | -5562.000000
       6807 | -5563.000000
       4608 | -5605.000000
       4496 | -5644.000000
      11836 | -5688.000000
       4799 | -5720.000000
       5825 | -5724.000000
       6597 | -5740.000000
       2159 | -5768.000000
      12789 | -5799.000000
       6490 | -5804.000000
       9260 | -5839.000000
       2172 | -5878.000000
      15641 | -5922.000000
      13286 | -5985.000000
       8595 | -6048.000000
      10362 | -6060.000000
      17214 | -6073.000000
       9684 | -6084.000000
       3330 | -6101.000000
      19494 | -6105.000000
      14664 | -6117.000000
      14365 | -6123.000000
       6978 | -6162.000000
      17640 | -6162.000000
       7519 | -6172.000000
       7796 | -6191.000000
       9077 | -6212.000000
      15701 | -6257.000000
        865 | -6273.000000
       5705 | -6274.000000
       2670 | -6282.000000
      13427 | -6291.000000
      19636 | -6346.000000
      17798 | -6352.000000
      13572 | -6445.000000
      12276 | -6454.000000
      16753 | -6472.000000
        595 | -6496.000000
      12140 | -6509.000000
      12579 | -6548.000000
       5608 | -6585.000000
       5080 | -6733.000000
       8438 | -6742.000000
       2907 | -6774.000000
      13310 | -6785.000000
       3735 | -6798.000000
      13164 | -6900.000000
       6838 | -6942.000000
      12176 | -6948.000000
      11086 | -6986.000000
      12602 | -6992.000000
       2908 | -6993.000000
       6080 | -7007.000000
       6764 | -7055.000000
      10694 | -7071.000000
      11650 | -7075.000000
       7174 | -7154.000000
      10884 | -7164.000000
       1931 | -7231.000000
      14748 | -7272.000000
      12550 | -7312.000000
      13576 | -7327.000000
      18039 | -7352.000000
       7162 | -7386.000000
      12232 | -7434.000000
       5960 | -7487.000000
       9971 | -7528.000000
       2906 | -7529.000000
      13705 | -7569.000000
       8549 | -7577.000000
      11042 | -7591.000000
       2276 | -7636.000000
      18174 | -7638.000000
       6095 | -7688.000000
      19162 | -7697.000000
      10899 | -7741.000000
      14287 | -7825.000000
      19333 | -7827.000000
      11286 | -7872.000000
       1296 | -7877.000000
      10570 | -7925.000000
      13421 | -7966.000000
       9952 | -8074.000000
      10974 | -8101.000000
       7345 | -8131.000000
      15612 | -8155.000000
       4463 | -8183.000000
       7423 | -8183.000000
      17065 | -8188.000000
       7079 | -8193.000000
      10739 | -8196.000000
      19382 | -8231.000000
       6982 | -8237.000000
       4291 | -8331.000000
       7470 | -8346.000000
      13425 | -8466.000000
       7037 | -8487.000000
      11754 | -8505.000000
         80 | -8552.000000
       2915 | -8609.000000
      19659 | -8645.000000
      19680 | -8646.000000
       5915 | -8683.000000
        471 | -8687.000000
      19146 | -8719.000000
      15429 | -8740.000000
       4934 | -8760.000000
       2084 | -8797.000000
       4690 | -8813.000000
      13445 | -8835.000000
      19928 | -8851.000000
       9419 | -8857.000000
      13819 | -8916.000000
      19427 | -8957.000000
      13073 | -8972.000000
      12587 | -8989.000000
      16378 | -9018.000000
      19903 | -9021.000000
      16575 | -9062.000000
      11816 | -9076.000000
      13309 | -9104.000000
       8230 | -9145.000000
       3496 | -9221.000000
       7088 | -9304.000000
      14288 | -9335.000000
      16579 | -9394.000000
      18162 | -9403.000000
      18372 | -9405.000000
       8488 | -9434.000000
       1909 | -9449.000000
       6111 | -9478.000000
      12906 | -9488.000000
      18827 | -9561.000000
      14810 | -9611.000000
       9176 | -9647.000000
      12149 | -9717.000000
       9634 | -9723.000000
      10699 | -9745.000000
       2658 | -9929.000000
       7599 | -9951.000000
      15780 | -10011.000000
      11338 | -10030.000000
      11312 | -10031.000000
       5836 | -10059.000000
      11645 | -10197.000000
      11015 | -10252.000000
      16152 | -10268.000000
       1389 | -10348.000000
       9719 | -10351.000000
       4242 | -10369.000000
       6916 | -10375.000000
      16749 | -10385.000000
       3172 | -10409.000000
      16176 | -10415.000000
       7322 | -10423.000000
      10142 | -10439.000000
      14759 | -10446.000000
       2607 | -10488.000000
      15959 | -10556.000000
      14648 | -10574.000000
      13730 | -10586.000000
       5407 | -10611.000000
       4172 | -10628.000000
        161 | -10639.000000
      15547 | -10732.000000
      18072 | -10788.000000
      11214 | -10826.000000
      11311 | -10830.000000
      11620 | -10839.000000
      16076 | -10849.000000
      15806 | -10890.000000
      19905 | -10933.000000
      12356 | -10940.000000
      10711 | -10957.000000
       4842 | -11077.000000
       4426 | -11192.000000
      11599 | -11205.000000
      15906 | -11325.000000
      16682 | -11400.000000
      17013 | -11411.000000
      16204 | -11448.000000
      19612 | -11481.000000
       4836 | -11556.000000
       2053 | -11636.000000
      18358 | -11651.000000
       8422 | -11727.000000
      17276 | -11741.000000
      15365 | -11792.000000
       1964 | -11829.000000
       3707 | -11873.000000
      11235 | -11895.000000
       8494 | -11934.000000
      12652 | -11943.000000
       2412 | -12055.000000
       8950 | -12110.000000
       8820 | -12136.000000
      12818 | -12272.000000
       7915 | -12297.000000
       4903 | -12327.000000
      16538 | -12333.000000
       4265 | -12383.000000
       1651 | -12455.000000
      15282 | -12460.000000
        615 | -12503.000000
      16336 | -12544.000000
       5095 | -12563.000000
      14859 | -12615.000000
      16696 | -12668.000000
      12088 | -12682.000000
      14111 | -12687.000000
      12023 | -12701.000000
       6163 | -12703.000000
      11270 | -12705.000000
       2668 | -12747.000000
       1174 | -12749.000000
       2043 | -12801.000000
       1496 | -12828.000000
      16253 | -12840.000000
      12346 | -12935.000000
      18144 | -12995.000000
       4928 | -13002.000000
       1025 | -13007.000000
      13832 | -13035.000000
      12633 | -13069.000000
      13156 | -13127.000000
       8656 | -13135.000000
      17959 | -13139.000000
       9770 | -13230.000000
       3959 | -13239.000000
      12786 | -13284.000000
      19042 | -13321.000000
      12156 | -13326.000000
      15441 | -13408.000000
       9524 | -13450.000000
      13907 | -13456.000000
       6508 | -13495.000000
       1943 | -13507.000000
      17294 | -13559.000000
      18544 | -13675.000000
      19278 | -13675.000000
      10466 | -13696.000000
      15111 | -13751.000000
      14912 | -13765.000000
       5466 | -13852.000000
      10533 | -13923.000000
       7350 | -13931.000000
      12972 | -13937.000000
       9642 | -13991.000000
      18080 | -13995.000000
      19971 | -14027.000000
      17572 | -14030.000000
      19663 | -14054.000000
       8168 | -14093.000000
      13707 | -14096.000000
      15555 | -14175.000000
       9654 | -14202.000000
      13345 | -14294.000000
      13893 | -14296.000000
       1640 | -14365.000000
       5194 | -14390.000000
      10439 | -14428.000000
       3147 | -14533.000000
       3184 | -14603.000000
       5684 | -14628.000000
       9385 | -14691.000000
       8426 | -14721.000000
      18102 | -14747.000000
      19690 | -14828.000000
       7005 | -14864.000000
      12080 | -14895.000000
       1172 | -14972.000000
      15146 | -14987.000000
      17684 | -15006.000000
      14702 | -15016.000000
      18148 | -15045.000000
      17365 | -15054.000000
       2828 | -15071.000000
       6728 | -15072.000000
      13790 | -15091.000000
        651 | -15125.000000
       4788 | -15143.000000
      18666 | -15244.000000
        714 | -15253.000000
      10828 | -15278.000000
       3296 | -15284.000000
      19956 | -15390.000000
      17279 | -15402.000000
      14704 | -15479.000000
       5787 | -15486.000000
      18276 | -15507.000000
      16908 | -15523.000000
      12312 | -15524.000000
       8562 | -15546.000000
      15616 | -15604.000000
       5154 | -15673.000000
       2215 | -15675.000000
       5350 | -15864.000000
      12564 | -15886.000000
       3043 | -15888.000000
      17801 | -15905.000000
       1690 | -15929.000000
      10835 | -15959.000000
      11944 | -15968.000000
       7602 | -16005.000000
      19067 | -16030.000000
       5826 | -16044.000000
       5575 | -16048.000000
       9572 | -16059.000000
       6568 | -16086.000000
      10608 | -16148.000000
       2176 | -16230.000000
      11390 | -16280.000000
       2714 | -16376.000000
       7108 | -16424.000000
      14872 | -16441.000000
        430 | -16443.000000
       6274 | -16453.000000
      11651 | -16543.000000
      17241 | -16612.000000
      13913 | -16643.000000
      19812 | -16665.000000
       1495 | -16681.000000
       4971 | -16801.000000
       1796 | -16965.000000
      17429 | -16983.000000
      14567 | -17046.000000
      14335 | -17090.000000
       9836 | -17098.000000
       4276 | -17152.000000
       1860 | -17241.000000
      14575 | -17294.000000
        494 | -17344.000000
      18906 | -17377.000000
      15142 | -17468.000000
        669 | -17504.000000
       4547 | -17566.000000
      13417 | -17568.000000
       9903 | -17604.000000
      14470 | -17617.000000
       4732 | -17629.000000
       7095 | -17745.000000
      18946 | -17750.000000
       6346 | -17754.000000
      11158 | -17756.000000
      17883 | -17829.000000
      11142 | -17840.000000
      11913 | -17856.000000
       1911 | -17889.000000
       4684 | -17969.000000
      18238 | -17993.000000
      17170 | -18013.000000
       8466 | -18014.000000
      11636 | -18019.000000
        642 | -18149.000000
        611 | -18181.000000
       5081 | -18240.000000
       1327 | -18269.000000
       6786 | -18294.000000
       8337 | -18305.000000
      10560 | -18395.000000
       8575 | -18398.000000
      16053 | -18411.000000
       5292 | -18424.000000
      17174 | -18465.000000
      14276 | -18743.000000
       1085 | -18753.000000
      11095 | -18813.000000
      13817 | -18814.000000
        276 | -18907.000000
       9608 | -18961.000000
       8801 | -19001.000000
      13231 | -19082.000000
      13585 | -19162.000000
       7804 | -19168.000000
      15752 | -19193.000000
       6319 | -19249.000000
      17771 | -19281.000000
      16879 | -19288.000000
       4902 | -19306.000000
      14443 | -19381.000000
       2654 | -19390.000000
       3413 | -19403.000000
      11314 | -19421.000000
      19768 | -19447.000000
       4188 | -19458.000000
       5959 | -19464.000000
       7232 | -19512.000000
      14904 | -19558.000000
       2990 | -19586.000000
      10016 | -19621.000000
      19080 | -19659.000000
      16887 | -19700.000000
      17038 | -19743.000000
      17546 | -19771.000000
      16814 | -19850.000000
       8411 | -19902.000000
      15696 | -19923.000000
       3575 | -19953.000000
      13170 | -20023.000000
      19932 | -20038.000000
        422 | -20040.000000
       7433 | -20092.000000
      19651 | -20095.000000
      19547 | -20124.000000
      15889 | -20195.000000
       3322 | -20271.000000
      15897 | -20326.000000
       7172 | -20327.000000
       1400 | -20344.000000
       3770 | -20386.000000
       8914 | -20387.000000
      18532 | -20429.000000
       4789 | -20504.000000
       3859 | -20533.000000
       1244 | -20538.000000
      15214 | -20541.000000
       3790 | -20549.000000
      17373 | -20573.000000
       9080 | -20596.000000
      19543 | -20633.000000
       5519 | -20723.000000
       2580 | -20904.000000
      17199 | -20968.000000
       7445 | -20995.000000
       8056 | -21062.000000
      18785 | -21085.000000
      10179 | -21098.000000
        709 | -21102.000000
       3431 | -21141.000000
      12050 | -21162.000000
      15386 | -21180.000000
       3971 | -21200.000000
      13762 | -21243.000000
       3217 | -21299.000000
       8018 | -21438.000000
       1720 | -21448.000000
      11466 | -21471.000000
       5921 | -21505.000000
      11494 | -21512.000000
      12390 | -21540.000000
      10591 | -21559.000000
      15804 | -21591.000000
       1583 | -21685.000000
      11907 | -21696.000000
        850 | -21701.000000
       8877 | -21719.000000
       8132 | -21729.000000
      11029 | -21778.000000
      17095 | -21855.000000
       3517 | -21975.000000
      15911 | -22015.000000
        299 | -22040.000000
       2763 | -22086.000000
       4960 | -22129.000000
       6094 | -22168.000000
      16693 | -22174.000000
       2638 | -22236.000000
        459 | -22238.000000
      14380 | -22266.000000
      19798 | -22324.000000
      17695 | -22340.000000
      17905 | -22356.000000
       7427 | -22480.000000
       9494 | -22481.000000
       1609 | -22483.000000
       7466 | -22504.000000
      13891 | -22644.000000
       5746 | -22708.000000
      10654 | -22764.000000
       1547 | -22880.000000
        350 | -22887.000000
       9340 | -22901.000000
      14837 | -22988.000000
      10642 | -23022.000000
      11963 | -23034.000000
       3096 | -23105.000000
      17341 | -23118.000000
      13875 | -23141.000000
      19981 | -23146.000000
       1215 | -23148.000000
      15160 | -23174.000000
       3572 | -23182.000000
       6751 | -23193.000000
      17549 | -23209.000000
      12166 | -23250.000000
       1741 | -23273.000000
      18416 | -23365.000000
       9174 | -23370.000000
       3836 | -23414.000000
       1243 | -23444.000000
       4349 | -23583.000000
       6726 | -23589.000000
        496 | -23622.000000
      14644 | -23666.000000
       5494 | -23691.000000
       7980 | -23719.000000
      13561 | -23755.000000
      10176 | -23786.000000
       7925 | -23800.000000
       9887 | -23813.000000
       7080 | -23839.000000
       6702 | -23902.000000
       1925 | -23916.000000
      18740 | -23925.000000
       8837 | -23965.000000
      10226 | -23978.000000
      19702 | -24029.000000
      14400 | -24071.000000
      13095 | -24180.000000
        214 | -24189.000000
      14908 | -24251.000000
       3042 | -24270.000000
       5909 | -24326.000000
       5344 | -24341.000000
      17569 | -24388.000000
      13373 | -24394.000000
       5206 | -24444.000000
      15019 | -24447.000000
       9388 | -24530.000000
      19369 | -24556.000000
       9690 | -24681.000000
      14778 | -24869.000000
      16043 | -24914.000000
      13220 | -24920.000000
      11911 | -24927.000000
       7746 | -24930.000000
      17308 | -24987.000000
       5156 | -25004.000000
      15045 | -25129.000000
      19298 | -25141.000000
      16427 | -25168.000000
      16470 | -25360.000000
       9042 | -25466.000000
       1937 | -25554.000000
       1047 | -25554.000000
       2419 | -25577.000000
       8314 | -25722.000000
      15350 | -25728.000000
       6715 | -25956.000000
      11764 | -26034.000000
       1906 | -26187.000000
      11176 | -26190.000000
       8400 | -26250.000000
      18690 | -26458.000000
      14156 | -26501.000000
      12428 | -26541.000000
      11567 | -26570.000000
       8648 | -26594.000000
      10767 | -26611.000000
